PeakID (cmd=annotatePeaks.pl 4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_800	chr10	70916886	70916935	+	33	NA	exon (NM_004896, exon 4 of 9)	exon (NM_004896, exon 4 of 9)	-23050	NM_003171	6832	Hs.106469	NM_003171	ENSG00000156502	SUPV3L1	SUV3	SUV3-like helicase	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4896	chr5	346879	346928	+	33	NA	intron (NM_001242412, intron 2 of 10)	LTR40b|LTR|ERVL	42612	NM_020731	57491	Hs.50823	NM_020731	ENSG00000063438	AHRR	AHH|AHHR|bHLHe77	aryl-hydrocarbon receptor repressor	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2416	chr16	22217625	22217674	+	33	NA	5' UTR (NM_013302, exon 1 of 18)	promoter-TSS (NM_013302)	57	NM_013302	29904	Hs.498892	NM_013302	ENSG00000103319	EEF2K	HSU93850|eEF-2K	eukaryotic elongation factor 2 kinase	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1714	chr13	48583066	48583115	+	33	NA	Intergenic--11346	L2|LINE|L2	-7628	NM_003850	8803	Hs.743361	NM_003850	ENSG00000136143	SUCLA2	A-BETA|MTDPS5|SCS-betaA	succinate-CoA ligase, ADP-forming, beta subunit	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3232	chr19	17516635	17516684	+	33	NA	non-coding (NR_130765, exon 1 of 5)	promoter-TSS (NM_004335)	164	NR_130766	105221694	Hs.729686	NR_130765		BISPR	lncBST2	BST2 interferon stimulated positive regulator (non-protein coding)	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2251	chr15	75074432	75074481	+	33	NA	5' UTR (NM_004383, exon 1 of 13)	promoter-TSS (NM_004383)	31	NM_004383	1445	Hs.77793	NM_004383	ENSG00000103653	CSK	-	c-src tyrosine kinase	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3279	chr2	61729394	61729443	+	33	NA	exon (NM_003400, exon 5 of 25)	exon (NM_003400, exon 5 of 25)	-31569	NM_014709	9736	Hs.644708	NM_014709	ENSG00000115464	USP34	-	ubiquitin specific peptidase 34	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1395	chr12	32879396	32879445	+	33	NA	intron (NM_001278465, intron 10 of 19)	CT-rich|Low_complexity|Low_complexity	29467	NM_001040436	51067	Hs.505231	NM_015936	ENSG00000139131	YARS2	CGI-04|MLASA2|MT-TYRRS|TYRRS	tyrosyl-tRNA synthetase 2, mitochondrial	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1746	chr13	77655963	77656012	+	33	NA	exon (NM_015057, exon 64 of 83)	exon (NM_015057, exon 64 of 83)	6338	NR_046716	100874212	Hs.569288	NR_046716	ENSG00000236051	MYCBP2-AS1	-	MYCBP2 antisense RNA 1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5392	chr7	44835940	44835989	+	33	NA	Intergenic	promoter-TSS (NM_021130)	-271	NM_021130	5478	Hs.356331	NM_021130	ENSG00000196262	PPIA	CYPA|CYPH|HEL-S-69p	peptidylprolyl isomerase A (cyclophilin A)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3567	chr2	58366905	58366954	+	33	NA	exon (NM_001130480, exon 11 of 13)	exon (NM_001130480, exon 11 of 13)	93082	NM_001130481	7444	Hs.715298	NM_006296	ENSG00000028116	VRK2	-	vaccinia related kinase 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3063	chr18	74633320	74633369	+	33	NA	intron (NM_001306089, intron 20 of 30)	intron (NM_001306089, intron 20 of 30)	95711	NM_002385	4155	Hs.551713	NM_002385	ENSG00000197971	MBP	-	myelin basic protein	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2192	chr15	49462424	49462473	+	33	NA	5' UTR (NM_002044, exon 1 of 10)	5' UTR (NM_002044, exon 1 of 10)	235	NM_001289030	2585	Hs.122006	NM_002044	ENSG00000156958	GALK2	GK2	galactokinase 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6283	chr9	71861652	71861701	+	33	NA	exon (NM_001170414, exon 19 of 22)	exon (NM_001170414, exon 19 of 22)	41598	NM_001170416	9414	Hs.50382	NM_004817	ENSG00000119139	TJP2	C9DUPq21.11|DFNA51|DUP9q21.11|PFIC4|X104|ZO2	tight junction protein 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2357	chr16	3451233	3451282	+	33	NA	5' UTR (NM_003450, exon 1 of 3)	promoter-TSS (NM_001284529)	67	NM_003450	7727	Hs.155204	NM_003450	ENSG00000103343	ZNF174	ZSCAN8	zinc finger protein 174	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2636	chr17	40574867	40574916	+	33	NA	exon (NM_012232, exon 1 of 2)	exon (NM_012232, exon 1 of 2)	447	NM_012232	284119	Hs.437191	NM_012232	ENSG00000177469	PTRF	CAVIN|CAVIN1|CGL4|FKSG13|cavin-1	polymerase I and transcript release factor	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4585	chr3	161587848	161587897	+	33	NA	Intergenic--3603	L2|LINE|L2	373276	NM_001080440	131149	Hs.585021	NM_001080440	ENSG00000182447	OTOL1	C1QTNF15	otolin 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5370	chr7	30066200	30066307	+	33	NA	5' UTR (NM_017946, exon 1 of 4)	non-coding (NR_046479, exon 1 of 3)	164	NR_046479	55033	Hs.390838	NM_017946	ENSG00000106080	FKBP14	EDSKMH|FKBP22|IPBP12	FK506 binding protein 14	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2930	chr19	5621325	5621374	+	33	NA	exon (NM_014649, exon 2 of 21)	exon (NM_014649, exon 2 of 21)	1589	NM_014649	9667	Hs.655392	NM_014649	ENSG00000130254	SAFB2	-	scaffold attachment factor B2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_148	chr1	35497240	35497289	+	33	NA	intron (NM_007167, intron 1 of 15)	CpG	305	NM_007167	9204	Hs.533986	NM_007167	ENSG00000163867	ZMYM6	Buster2|MYM|ZBED7|ZNF198L4|ZNF258	zinc finger, MYM-type 6	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_952	chr11	2018334	2018383	+	33	NA	non-coding (NR_002196, exon 1 of 5)	promoter-TSS (NR_030533)	-297	NR_030533	100033819		NR_030533		MIR675	MIRN675|hsa-mir-675	microRNA 675	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2894	chr18	72057562	72057611	+	33	NA	Intergenic--14467	Intergenic	-19097	NR_131977	101927606	Hs.623809	NR_131977	ENSG00000259779	LOC101927606	-	uncharacterized LOC101927606	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1628	chr12	123471418	123471467	+	33	NA	intron (NM_001300801, intron 22 of 24)	intron (NM_001300801, intron 22 of 24)	6835	NM_001002252	51329	Hs.103561	NM_016638	ENSG00000182196	ARL6IP4	SFRS20|SR-25|SRp25|SRrp37	ADP-ribosylation factor like GTPase 6 interacting protein 4	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_298	chr1	85796372	85796421	+	33	NA	intron (NM_012137, intron 4 of 5)	intron (NM_012137, intron 4 of 5)	-53809	NM_003921	8915	Hs.193516	NM_003921	ENSG00000142867	BCL10	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10	B-cell CLL/lymphoma 10	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3388	chr2	127834214	127834263	+	33	NA	exon (NM_139351, exon 2 of 13)	exon (NM_139351, exon 2 of 13)	30665	NM_004305	274	Hs.193163	NM_004305	ENSG00000136717	BIN1	AMPH2|AMPHL|SH3P9	bridging integrator 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6282	chr9	66458596	66458645	+	33	NA	intron (NR_121647, intron 1 of 4)	CpG	1331	NR_121647	103352539	Hs.351215	NR_121647	ENSG00000238113	LINC01410	-	long intergenic non-protein coding RNA 1410	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3282	chr2	61765084	61765204	+	33	NA	5' UTR (NM_003400, exon 1 of 25)	5' UTR (NM_003400, exon 1 of 25)	274	NM_003400	7514	Hs.370770	NM_003400	ENSG00000082898	XPO1	CRM1|emb|exp1	exportin 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5554	chr7	128615935	128615984	+	33	NA	exon (NM_001191028, exon 16 of 22)	exon (NM_001191028, exon 16 of 22)	35235	NM_001098627	3663	Hs.521181	NM_032643	ENSG00000128604	IRF5	SLEB10	interferon regulatory factor 5	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1583	chr12	112356618	112356667	+	33	NA	Intergenic--11020	Intergenic	19775	NR_036636	8759	Hs.661708	NR_036636		ADAM1A	ADAM1|ADAM1P|FTNAP|Ftna|PH-30a	ADAM metallopeptidase domain 1A (pseudogene)	pseudo
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4785	chr4	99962103	99962152	+	33	NA	intron (NM_015143, intron 5 of 10)	intron (NM_015143, intron 5 of 10)	43589	NR_037455	100500867		NR_037455	ENSG00000265213	MIR3684	-	microRNA 3684	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6133	chr8	97274271	97274320	+	33	NA	5' UTR (NM_001290225, exon 1 of 11)	promoter-TSS (NM_015942)	181	NM_001290225	9791	Hs.292579	NM_014754		PTDSS1	LMHD|PSS1|PSSA	phosphatidylserine synthase 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1610	chr12	120966912	120966961	+	33	NA	exon (NM_032314, exon 1 of 7)	promoter-TSS (NM_032314)	28	NM_032314	84274	Hs.17250	NM_032314	ENSG00000110871	COQ5	-	coenzyme Q5, methyltransferase	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_183	chr1	43395525	43395574	+	33	NA	exon (NM_006516, exon 5 of 10)	exon (NM_006516, exon 5 of 10)	-29171	NR_033967	440584	Hs.260928	NR_033967	ENSG00000227533	SLC2A1-AS1	-	SLC2A1 antisense RNA 1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5004	chr5	60840993	60841042	+	33	NA	3' UTR (NM_020928, exon 14 of 14)	3' UTR (NM_020928, exon 14 of 14)	-92591	NR_126525	285668	Hs.683866	NM_173667	ENSG00000178722	C5orf64	-	chromosome 5 open reading frame 64	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4403	chr3	49449658	49449707	+	33	NA	5' UTR (NM_022171, exon 1 of 3)	promoter-TSS (NM_001664)	43	NM_022171	6988	Hs.517962	NM_022171	ENSG00000145022	TCTA	-	T-cell leukemia translocation altered	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5822	chr7	97736553	97736602	+	33	NA	exon (NM_014916, exon 1 of 14)	exon (NM_014916, exon 1 of 14)	380	NM_014916	22853	Hs.444179	NM_014916	ENSG00000164715	LMTK2	AATYK2|BREK|KPI-2|KPI2|LMR2|PPP1R100|cprk	lemur tyrosine kinase 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_863	chr10	99161016	99161071	+	33	NA	5' UTR (NM_001284337, exon 1 of 31)	promoter-TSS (NM_001284337)	84	NM_001284337	23223	Hs.434251	NM_015179	ENSG00000052749	RRP12	KIAA0690	ribosomal RNA processing 12 homolog	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4812	chr4	120435637	120435686	+	33	NA	intron (NM_033437, intron 14 of 20)	intron (NM_033437, intron 14 of 20)	59723	NR_037630	645513	Hs.677546	NR_037630	ENSG00000245958	LOC645513	-	uncharacterized LOC645513	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1465	chr12	56583205	56583254	+	33	NA	exon (NM_001130420, exon 1 of 30)	exon (NM_001130420, exon 1 of 30)	122	NM_139067	6601	Hs.236030	NM_003075	ENSG00000139613	SMARCC2	BAF170|CRACC2|Rsc8	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_802	chr10	71078613	71078677	+	33	NA	5' UTR (NM_000188, exon 1 of 18)	promoter-TSS (NM_000188)	42	NM_000188	3098	Hs.370365	NM_000188	ENSG00000156515	HK1	HK1-ta|HK1-tb|HK1-tc|HKD|HKI|HMSNR|HXK1	hexokinase 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3835	chr2	204009806	204009855	+	33	NA	exon (NM_001114132, exon 32 of 55)	exon (NM_001114132, exon 32 of 55)	-93334	NM_177538	57404	Hs.446065	NM_020674	ENSG00000119004	CYP20A1	CYP-M	cytochrome P450, family 20, subfamily A, polypeptide 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3046	chr19	33667735	33667784	+	33	NA	Intergenic--14979	CpG	-17840	NM_002333	4037	Hs.515340	NM_002333	ENSG00000130881	LRP3	-	LDL receptor related protein 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_565	chr1	200610195	200610244	+	33	NA	Intergenic--1377	Intergenic	-20357	NM_014875	9928	Hs.3104	NM_014875	ENSG00000118193	KIF14	MKS12	kinesin family member 14	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3478	chr2	179343270	179343319	+	33	NA	5' UTR (NM_001135212, exon 1 of 4)	promoter-TSS (NM_001135212)	61	NM_001135212	51661	Hs.410378	NM_016105	ENSG00000079150	FKBP7	FKBP23|PPIase	FK506 binding protein 7	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3497	chr2	190618651	190618700	+	33	NA	exon (NM_022353, exon 5 of 9)	exon (NM_022353, exon 5 of 9)	-8831	NR_102429	101409258	Hs.738558	NR_102429		OSGEPL1-AS1	-	OSGEPL1 antisense RNA 1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3480	chr2	180810193	180810242	+	33	NA	exon (NM_020943, exon 20 of 20)	exon (NM_020943, exon 20 of 20)	61563	NM_020943	57703	Hs.311363	NM_020943	ENSG00000163510	CWC22	EIF4GL|NCM|fSAPb	CWC22 homolog, spliceosome-associated protein	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3448	chr2	160919057	160919106	+	33	NA	5' UTR (NM_001007267, exon 1 of 27)	promoter-TSS (NM_001007267)	45	NM_001195641	22925	Hs.410477	NM_007366	ENSG00000153246	PLA2R1	CLEC13C|PLA2-R|PLA2G1R|PLA2IR|PLA2R	phospholipase A2 receptor 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1974	chr14	100070503	100070552	+	33	NA	5' UTR (NM_001144995, exon 1 of 6)	5' UTR (NM_001144995, exon 1 of 6)	200	NM_001144995	317762	Hs.709288	NM_001144995		CCDC85C	-	coiled-coil domain containing 85C	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2999	chr18	12982621	12982670	+	33	NA	exon (NM_031216, exon 7 of 9)	exon (NM_031216, exon 7 of 9)	-8716	NM_032142	55125	Hs.100914	NM_018069	ENSG00000101639	CEP192	PPP1R62	centrosomal protein 192kDa	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_510	chr1	180153091	180153140	+	33	NA	exon (NM_001004128, exon 7 of 13)	exon (NM_001004128, exon 7 of 13)	-14029	NR_026900	200058	Hs.719176	NR_026900		FLJ23867	-	uncharacterized protein FLJ23867	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1939	chr14	81737140	81737190	+	33	NA	exon (NM_033104, exon 6 of 6)	exon (NM_033104, exon 6 of 6)	-49590	NM_201595	2957	Hs.592334	NM_015859	ENSG00000165417	GTF2A1	TF2A1|TFIIA|TFIIA-42|TFIIAL	general transcription factor IIA 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2042	chr14	76452113	76452162	+	33	NA	exon (NM_001255995, exon 1 of 4)	promoter-TSS (NM_001255995)	41	NR_045665	112752	Hs.532626	NM_052873	ENSG00000119650	IFT43	C14orf179|CED3	intraflagellar transport 43	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2750	chr17	37617764	37617813	+	33	NA	5' UTR (NM_016507, exon 1 of 14)	promoter-TSS (NM_016507)	24	NM_016507	51755	Hs.345028	NM_015083	ENSG00000167258	CDK12	CRK7|CRKR|CRKRS	cyclin-dependent kinase 12	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6609	chrX	69606545	69606594	+	33	NA	intron (NM_012310, intron 19 of 30)	intron (NM_012310, intron 19 of 30)	-36312	NM_017711	54857	Hs.438712	NM_017711	ENSG00000130055	GDPD2	GDE3|OBDPF	glycerophosphodiester phosphodiesterase domain containing 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6651	chrX	102064336	102064385	+	33	NA	intron (NR_038988, intron 2 of 7)	intron (NR_038988, intron 2 of 7)	40265	NR_038988	100287765	Hs.687084	NR_038988	ENSG00000223546	LINC00630	LL0XNC01-157D4.1|LL0XNC01-237H1.2	long intergenic non-protein coding RNA 630	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5617	chr6	149721490	149721539	+	33	NA	5' UTR (NM_001002255, exon 1 of 1)	promoter-TSS (NM_001002255)	19	NM_001002255	387082	Hs.657168	NM_001002255		SUMO4	IDDM5|SMT3H4|SUMO-4|dJ281H8.4	small ubiquitin-like modifier 4	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_821	chr10	76871414	76871463	+	33	NA	5' UTR (NM_144660, exon 1 of 5)	promoter-TSS (NM_144660)	45	NM_144660	142891	Hs.744986	NM_144660	ENSG00000156671	SAMD8	HEL-177|SMSr	sterile alpha motif domain containing 8	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_870	chr10	99968439	99968488	+	33	NA	exon (NM_014472, exon 4 of 9)	exon (NM_014472, exon 4 of 9)	59544	NM_032211	84171	Hs.306814	NM_032211	ENSG00000138131	LOXL4	LOXC	lysyl oxidase-like 4	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5829	chr8	124239295	124239344	+	33	NA	intron (NM_032847, intron 4 of 5)	intron (NM_032847, intron 4 of 5)	-11216	NR_039808	100616260		NR_039808	ENSG00000266324	MIR4663	-	microRNA 4663	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_582	chr1	202936318	202936367	+	33	NA	5' UTR (NM_016243, exon 1 of 9)	promoter-TSS (NM_016243)	62	NM_016243	51706	Hs.334832	NM_016243	ENSG00000159348	CYB5R1	B5R.1|B5R1|B5R2|NQO3A2|humb5R2	cytochrome b5 reductase 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1231	chr11	72295617	72295666	+	33	NA	exon (NM_001143839, exon 17 of 30)	exon (NM_001143839, exon 17 of 30)	13941	NR_126364	101928555	Hs.376950	NR_126364	ENSG00000227467	LINC01537	-	long intergenic non-protein coding RNA 1537	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5028	chr6	36515122	36515192	+	33	NA	5' UTR (NM_007271, exon 1 of 14)	5' UTR (NM_007271, exon 1 of 14)	136	NM_001305102	11329	Hs.409578	NM_007271	ENSG00000112079	STK38	NDR|NDR1	serine/threonine kinase 38	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1609	chr12	83460689	83460738	+	33	NA	intron (NM_152588, intron 11 of 11)	L2a|LINE|L2	379779	NM_152588	160335	Hs.577775	NM_152588	ENSG00000179104	TMTC2	IBDBP1	transmembrane and tetratricopeptide repeat containing 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1076	chr11	45896496	45896545	+	33	NA	intron (NM_001127457, intron 11 of 11)	L2a|LINE|L2	-10527	NM_005456	9479	Hs.234249	NM_005456	ENSG00000121653	MAPK8IP1	IB1|JIP-1|JIP1|PRKM8IP	mitogen-activated protein kinase 8 interacting protein 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6280	chrX	62734647	62734696	+	33	NA	intron (NR_015353, intron 2 of 3)	intron (NR_015353, intron 2 of 3)	46202	NR_015353	92249	Hs.31532	NR_015353	ENSG00000235437	LINC01278	-	long intergenic non-protein coding RNA 1278	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5308	chr7	2353964	2354013	+	33	NA	exon (NM_013321, exon 1 of 11)	exon (NM_013321, exon 1 of 11)	122	NM_013321	29886	Hs.584900	NM_013321	ENSG00000106266	SNX8	Mvp1	sorting nexin 8	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1555	chr12	105591615	105591664	+	33	NA	exon (NM_001251904, exon 11 of 21)	exon (NM_001251904, exon 11 of 21)	35544	NM_001251905	55198	Hs.506603	NM_018171	ENSG00000136044	APPL2	DIP13B	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1757	chr13	83676366	83676474	+	33	NA	Intergenic--11456	AluY|SINE|Alu	780108	NM_001281503	114798	Hs.415478	NM_052910	ENSG00000178235	SLITRK1	LRRC12|TTM	SLIT and NTRK-like family, member 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3576	chr2	230260872	230260921	+	33	NA	intron (NM_139072, intron 10 of 12)	HERV35I-int|LTR|ERV1	-124839	NM_001100818	55022	Hs.745038	NM_017933	ENSG00000153823	PID1	HMFN2073|NYGGF4|P-CLI1|PCLI1	phosphotyrosine interaction domain containing 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_417	chr1	151162600	151162669	+	33	NA	5' UTR (NM_005997, exon 1 of 6)	promoter-TSS (NM_005997)	55	NM_005997	6944	Hs.2430	NM_005997	ENSG00000163159	VPS72	CFL1|Swc2|TCFL1|YL-1|YL1	vacuolar protein sorting 72 homolog (S. cerevisiae)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2267	chr16	21416201	21416250	+	33	NA	exon (NM_130464, exon 8 of 12)	exon (NM_130464, exon 8 of 12)	20433	NM_130464	23117	Hs.611072	NM_130464		NPIPB3	KIAA0220L|NPIP|NPIPB|NPIPB5|NPIPL3	nuclear pore complex interacting protein family, member B3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2989	chr18	11689281	11689330	+	33	NA	5' UTR (NM_182978, exon 1 of 12)	5' UTR (NM_182978, exon 1 of 12)	291	NM_182978	2774	Hs.136295	NM_002071	ENSG00000141404	GNAL	DYT25	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3306	chr2	73460346	73460395	+	33	NA	Intergenic	promoter-TSS (NM_001166284)	-14	NM_032319	84279	Hs.61268	NM_032319	ENSG00000135617	PRADC1	C2orf7|PAP21	protease-associated domain containing 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6218	chrX	16687139	16687188	+	33	NA	intron (NM_019857, intron 11 of 18)	intron (NM_019857, intron 11 of 18)	18882	NM_004057	795	Hs.639	NM_004057	ENSG00000169906	S100G	CABP|CABP1|CABP9K|CALB3	S100 calcium binding protein G	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2941	chr17	78093110	78093159	+	33	NA	3' UTR (NM_000152, exon 20 of 20)	3' UTR (NM_000152, exon 20 of 20)	17779	NM_001079803	2548	Hs.1437	NM_000152	ENSG00000171298	GAA	LYAG	glucosidase, alpha; acid	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6306	chrX	85302510	85302559	+	33	NA	exon (NM_000390, exon 1 of 15)	promoter-TSS (NM_000390)	32	NM_000390	1121	Hs.496449	NM_000390	ENSG00000188419	CHM	DXS540|GGTA|HSD-32|REP-1|TCD	choroideremia (Rab escort protein 1)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2095	chr14	103995534	103995583	+	33	NA	5' UTR (NM_152307, exon 1 of 4)	promoter-TSS (NM_152307)	49	NM_152307	115708	Hs.525610	NM_152307	ENSG00000166166	TRMT61A	C14orf172|GCD14|Gcd14p|TRM61|hTRM61	tRNA methyltransferase 61A	protein-coding
