PeakID (cmd=annotatePeaks.pl 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1372	chr3	9932293	9932342	+	54	NA	5' UTR (NM_032492, exon 1 of 2)	promoter-TSS (NM_032492)	46	NM_032492	84522	Hs.24054	NM_032492	ENSG00000171135	JAGN1	GL009|SCN6	jagunal homolog 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_229	chr10	30638155	30638204	+	54	NA	5' UTR (NM_018109, exon 1 of 9)	promoter-TSS (NM_018109)	88	NM_018109	55149	Hs.173946	NM_018109	ENSG00000107951	MTPAP	PAPD1|SPAX4	mitochondrial poly(A) polymerase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1168	chr2	190649001	190649056	+	54	NA	5' UTR (NM_016467, exon 1 of 5)	promoter-TSS (NM_016467)	69	NM_001128150	94101	Hs.700632	NM_016467	ENSG00000128699	ORMDL1	-	ORMDL sphingolipid biosynthesis regulator 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_752	chr16	3074197	3074247	+	54	NA	5' UTR (NM_001288665, exon 1 of 5)	promoter-TSS (NM_001288665)	65	NM_001308070	54985	Hs.423103	NM_017885	ENSG00000103145	HCFC1R1	HPIP	host cell factor C1 regulator 1 (XPO1 dependent)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1494	chr4	41937196	41937281	+	54	NA	5' UTR (NM_018126, exon 1 of 7)	5' UTR (NM_018126, exon 1 of 7)	101	NM_018126	55161	Hs.31082	NM_018126	ENSG00000109133	TMEM33	1600019D15Rik|SHINC3	transmembrane protein 33	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1469	chr3	184081192	184081252	+	54	NA	5' UTR (NM_001278698, exon 1 of 5)	5' UTR (NM_001278698, exon 1 of 5)	451	NM_001278699	5437	Hs.432574	NM_006232	ENSG00000163882	POLR2H	RPABC3|RPB17|RPB8	polymerase (RNA) II (DNA directed) polypeptide H	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1893	chr8	125486753	125486816	+	53	NA	non-coding (NR_108047, exon 1 of 2)	promoter-TSS (NM_007218)	20	NR_108047	101927612	Hs.633137	NR_108047	ENSG00000245149	RNF139-AS1	-	RNF139 antisense RNA 1 (head to head)	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_901	chr17	56736609	56736663	+	53	NA	intron (NM_198393, intron 1 of 32)	U1|snRNA|snRNA	32780	NM_198393	56155	Hs.390221	NM_031272	ENSG00000121101	TEX14	CT113	testis expressed 14	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_453	chr12	22617483	22617548	+	53	NA	intron (NM_001286173, intron 23 of 27)	intron (NM_001286173, intron 23 of 27)	79965	NM_001286177	9847	Hs.271014	NM_014802	ENSG00000111731	C2CD5	CDP138|KIAA0528	C2 calcium-dependent domain containing 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_928	chr18	2571563	2571646	+	53	NA	5' UTR (NM_006101, exon 1 of 17)	promoter-TSS (NM_006101)	94	NM_006101	10403	Hs.414407	NM_006101	ENSG00000080986	NDC80	HEC|HEC1|HsHec1|KNTC2|TID3|hsNDC80	NDC80 kinetochore complex component	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_194	chr1	225707208	225707257	+	53	NA	exon (NM_001008493, exon 5 of 15)	exon (NM_001008493, exon 5 of 15)	-90675	NM_194442	3930	Hs.435166	NM_002296	ENSG00000143815	LBR	DHCR14B|LMN2R|PHA|TDRD18	lamin B receptor	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2021	chr9	131730921	131730981	+	53	NA	exon (NM_015354, exon 9 of 44)	exon (NM_015354, exon 9 of 44)	-20939	NM_014908	22845	Hs.531563	NM_014908	ENSG00000175283	DOLK	CDG1M|DK|DK1|SEC59|TMEM15	dolichol kinase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_702	chr15	60639797	60639846	+	53	NA	3' UTR (NM_004039, exon 13 of 13)	3' UTR (NM_004039, exon 13 of 13)	50364	NM_001002857	302	Hs.511605	NM_004039	ENSG00000182718	ANXA2	ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV	annexin A2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_318	chr11	18428717	18428897	+	53	NA	exon (NM_001135239, exon 7 of 7)	exon (NM_001135239, exon 7 of 7)	-5046	NM_002301	3948	Hs.654377	NM_002301	ENSG00000166796	LDHC	CT32|LDH3|LDHX	lactate dehydrogenase C	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_979	chr19	7069745	7069794	+	53	NA	5' UTR (NM_001044387, exon 1 of 8)	5' UTR (NM_001044387, exon 1 of 8)	298	NM_024341	79230	Hs.591380	NM_024341	ENSG00000130544	ZNF557	-	zinc finger protein 557	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_48	chr1	38019840	38019890	+	53	NA	5' UTR (NM_024700, exon 1 of 4)	promoter-TSS (NM_024700)	80	NM_024700	79753	Hs.47232	NM_024700	ENSG00000163877	SNIP1	PMRED	Smad nuclear interacting protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1109	chr2	32502985	32503038	+	53	NA	5' UTR (NM_032312, exon 1 of 6)	promoter-TSS (NM_032312)	53	NM_032312	84272	Hs.468099	NM_032312		YIPF4	FinGER4|Nbla11189	Yip1 domain family member 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1227	chr20	44600768	44600823	+	53	NA	5' UTR (NM_022095, exon 1 of 28)	promoter-TSS (NM_022095)	38	NM_022095	63925	Hs.174193	NM_022095	ENSG00000198026	ZNF335	MCPH10|NIF-1|NIF1|NIF2	zinc finger protein 335	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_644	chr14	70352821	70352871	+	53	NA	intron (NM_022137, intron 1 of 11)	intron (NM_022137, intron 1 of 11)	6732	NM_022137	64093	Hs.497349	NM_022137	ENSG00000198732	SMOC1	OAS	SPARC related modular calcium binding 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_549	chr13	20357028	20357078	+	53	NA	5' UTR (NM_001042414, exon 1 of 10)	non-coding (NR_003272, exon 1 of 8)	106	NR_044998	55269	Hs.213198	NM_001042414	ENSG00000121390	PSPC1	PSP1	paraspeckle component 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1712	chr6	136710554	136710622	+	53	NA	5' UTR (NM_001198619, exon 4 of 18)	exon (NM_001198609, exon 4 of 18)	77425	NM_001198615	9053	Hs.486548	NM_003980	ENSG00000135525	MAP7	E-MAP-115|EMAP115	microtubule-associated protein 7	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_961	chr18	71959130	71959185	+	53	NA	5' UTR (NM_001914, exon 1 of 6)	promoter-TSS (NM_001914)	94	NM_001914	1528	Hs.465413	NM_001914	ENSG00000166347	CYB5A	CYB5|MCB5	cytochrome b5 type A (microsomal)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1809	chr7	130353510	130353567	+	53	NA	5' UTR (NM_001290033, exon 1 of 9)	promoter-TSS (NM_001290033)	60	NM_001290033	26958	Hs.6421	NM_012133	ENSG00000158623	COPG2	2-COP|gamma-2-COP	coatomer protein complex subunit gamma 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1324	chr21	46825108	46825165	+	53	NA	5' UTR (NM_130445, exon 1 of 43)	promoter-TSS (NM_130445)	84	NM_130445	80781	Hs.517356	NM_030582	ENSG00000182871	COL18A1	KNO|KNO1|KS	collagen, type XVIII, alpha 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1435	chr3	128445030	128445089	+	53	NA	5' UTR (NM_004637, exon 1 of 6)	promoter-TSS (NM_004637)	80	NM_004637	7879	Hs.684374	NM_004637	ENSG00000075785	RAB7A	PRO2706|RAB7	RAB7A, member RAS oncogene family	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1734	chr6	47471021	47471093	+	53	NA	exon (NM_012120, exon 2 of 18)	exon (NM_012120, exon 2 of 18)	25532	NM_012120	23607	Hs.485518	NM_012120	ENSG00000198087	CD2AP	CMS	CD2-associated protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1784	chr6	158589398	158589452	+	53	NA	5' UTR (NM_207118, exon 1 of 3)	promoter-TSS (NM_032861)	46	NM_207118	404672	Hs.356224	NM_207118	ENSG00000272047	GTF2H5	C6orf175|TFB5|TFIIH|TGF2H5|TTD|TTD-A|TTD3|TTDA|bA120J8.2	general transcription factor IIH subunit 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1153	chr2	149639339	149639422	+	53	NA	intron (NM_004522, intron 1 of 25)	intron (NM_004522, intron 1 of 25)	6588	NM_004522	3800	Hs.435557	NM_004522	ENSG00000168280	KIF5C	CDCBM2|KINN|NKHC|NKHC-2|NKHC2	kinesin family member 5C	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1542	chr5	108745521	108745589	+	53	NA	5' UTR (NM_014819, exon 1 of 10)	5' UTR (NM_014819, exon 1 of 10)	120	NM_014819	9867	Hs.483036	NM_014819	ENSG00000198961	PJA2	Neurodap1|RNF131	praja ring finger 2, E3 ubiquitin protein ligase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1932	chr8	61591373	61591426	+	53	NA	5' UTR (NM_017780, exon 1 of 38)	promoter-TSS (NM_017780)	75	NM_017780	55636	Hs.20395	NM_017780	ENSG00000171316	CHD7	CRG|HH5|IS3|KAL5	chromodomain helicase DNA binding protein 7	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_518	chr12	93346447	93346506	+	53	NA	Intergenic--10893	U6|snRNA|snRNA	-23369	NM_003566	8411	Hs.567367	NM_003566	ENSG00000102189	EEA1	MST105|MSTP105|ZFYVE2	early endosome antigen 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1431	chr4	57976180	57976300	+	53	NA	exon (NM_001553, exon 1 of 5)	exon (NM_001553, exon 1 of 5)	311	NM_001553	3490	Hs.479808	NM_001553	ENSG00000163453	IGFBP7	AGM|FSTL2|IBP-7|IGFBP-7|IGFBP-7v|IGFBPRP1|MAC25|PSF|RAMSVPS|TAF	insulin like growth factor binding protein 7	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_254	chr10	74385764	74385823	+	53	NA	5' UTR (NM_006077, exon 1 of 12)	5' UTR (NM_006077, exon 1 of 12)	156	NM_006077	10367	Hs.524367	NM_006077	ENSG00000107745	MICU1	CALC|CBARA1|EFHA3|MPXPS	mitochondrial calcium uptake 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1708	chr6	132834189	132834240	+	53	NA	5' UTR (NM_003569, exon 1 of 10)	5' UTR (NM_003569, exon 1 of 10)	123	NM_003569	8417	Hs.593148	NM_003569		STX7	-	syntaxin 7	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1242	chr21	27107138	27107204	+	53	NA	5' UTR (NM_001003703, exon 1 of 4)	promoter-TSS (NM_001197297)	-87	NM_001197297	2551	Hs.473470	NM_002040	ENSG00000154727	GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	GA binding protein transcription factor alpha subunit	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1086	chr19	58874865	58874921	+	53	NA	Intergenic	promoter-TSS (NM_198458)	-679	NM_001207009	162968	Hs.447840	NM_198458	ENSG00000174586	ZNF497	-	zinc finger protein 497	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_983	chr19	7951849	7951917	+	53	NA	Intergenic--14666	5S|rRNA|rRNA	-1507	NM_001268285	80131	Hs.501511	NM_025061	ENSG00000171017	LRRC8E	-	leucine rich repeat containing 8 family, member E	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1441	chr3	139107152	139107216	+	53	NA	intron (NM_004766, intron 1 of 21)	U6|snRNA|snRNA	1338	NR_023350	9276	Hs.681616	NM_004766	ENSG00000184432	COPB2	beta'-COP	coatomer protein complex subunit beta 2 (beta prime)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1105	chr2	27274119	27274168	+	53	NA	Intergenic	promoter-TSS (NM_021831)	-348	NM_001035507	60509	Hs.138207	NM_021831	ENSG00000084693	AGBL5	CCP5	ATP/GTP binding protein-like 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_708	chr15	64673587	64673636	+	53	NA	5' UTR (NM_001029989, exon 1 of 3)	promoter-TSS (NM_001029989)	98	NM_014736	9768	Hs.81892	NM_014736		KIAA0101	L5|NS5ATP9|OEATC|OEATC-1|OEATC1|PAF|PAF15|p15(PAF)|p15/PAF|p15PAF	KIAA0101	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1437	chr4	68566796	68566859	+	53	NA	5' UTR (NM_018227, exon 1 of 33)	promoter-TSS (NM_018227)	62	NM_018227	55236	Hs.212774	NM_018227		UBA6	E1-L2|MOP-4|UBE1L2	ubiquitin-like modifier activating enzyme 6	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1199	chr2	234749248	234749338	+	53	NA	exon (NM_018410, exon 8 of 9)	exon (NM_018410, exon 8 of 9)	13919	NM_018410	55355	Hs.532968	NM_018410	ENSG00000123485	HJURP	FAKTS|URLC9|hFLEG1	Holliday junction recognition protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1516	chr4	103790212	103790265	+	53	NA	5' UTR (NM_001008388, exon 1 of 3)	promoter-TSS (NM_181893)	103	NM_001008388	493856	Hs.444955	NM_001008388		CISD2	ERIS|Miner1|NAF-1|WFS2|ZCD2	CDGSH iron sulfur domain 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_423	chr11	126225374	126225427	+	53	NA	non-coding (NR_033839, exon 1 of 2)	promoter-TSS (NR_033839)	82	NR_033839	399972	Hs.585206	NR_033839		ST3GAL4-AS1	DCPS-AS1	ST3GAL4 antisense RNA 1 (head to head)	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_313	chr11	16863800	16863849	+	53	NA	intron (NM_175058, intron 8 of 22)	7SK|RNA|RNA	103676	NM_014267	10944	Hs.368226	NM_014267		C11orf58	IMAGE145052|SMAP	chromosome 11 open reading frame 58	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_472	chr12	48513130	48513183	+	53	NA	5' UTR (NM_000289, exon 1 of 23)	5' UTR (NM_000289, exon 1 of 23)	143	NM_000289	5213	Hs.75160	NM_000289	ENSG00000152556	PFKM	ATP-PFK|GSD7|PFK-1|PFK1|PFKA|PFKX|PPP1R122	phosphofructokinase, muscle	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1509	chr5	52405534	52405583	+	53	NA	5' UTR (NM_176806, exon 1 of 7)	promoter-TSS (NR_034107)	44	NM_176806	4338	Hs.163645	NM_004531	ENSG00000164172	MOCS2	MCBPE|MOCO1|MOCODB|MPTS	molybdenum cofactor synthesis 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_93	chr1	92225997	92226046	+	53	NA	intron (NM_003243, intron 3 of 16)	U2|snRNA|snRNA	125815	NM_003243	7049	Hs.482390	NM_003243	ENSG00000069702	TGFBR3	BGCAN|betaglycan	transforming growth factor beta receptor III	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_889	chr17	55055492	55055550	+	53	NA	5' UTR (NM_021626, exon 1 of 13)	promoter-TSS (NM_021626)	53	NM_021626	59342	Hs.514950	NM_021626	ENSG00000121064	SCPEP1	HSCP1|RISC	serine carboxypeptidase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_5	chr1	1590365	1590431	+	53	NA	intron (NM_033490, intron 5 of 18)	CpG	22239	NR_002946	8511	Hs.671760	NR_002946	ENSG00000215914	MMP23A	MIFR|MIFR-1|MMP21	matrix metallopeptidase 23A (pseudogene)	pseudo
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_888	chr17	53046140	53046189	+	53	NA	5' UTR (NM_178509, exon 1 of 18)	promoter-TSS (NM_004375)	38	NM_178509	252983	Hs.35199	NM_178509		STXBP4	Synip	syntaxin binding protein 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_656	chr14	78644173	78644251	+	53	NA	intron (NR_073547, intron 1 of 20)	5S|rRNA|rRNA	7496	NR_073547	9369	Hs.368307	NM_004796	ENSG00000021645	NRXN3	C14orf60	neurexin 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_635	chr14	61447737	61447795	+	53	NA	5' UTR (NM_020810, exon 1 of 5)	promoter-TSS (NM_153811)	31	NM_020810	57570	Hs.380159	NM_020810	ENSG00000126814	TRMT5	KIAA1393|TRM5	tRNA methyltransferase 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1464	chr3	180949524	180949573	+	53	NA	non-coding (NR_125730, exon 1 of 1).9	promoter-TSS (NR_125730).9	23	NR_125730	103625684		NR_125730	ENSG00000207357	RNU6-2	U6-2	RNA, U6 small nuclear 2	snRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1494	chr5	17354680	17354729	+	53	NA	Intergenic--4618	CpG	32715	NR_033975	401177	Hs.508311	NR_033975	ENSG00000250822	LOC401177	-	uncharacterized LOC401177	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_2047	chrX	115532032	115532103	+	53	NA	Intergenic--17243	U6|snRNA|snRNA	-35680	NM_007231	11254	Hs.522109	NM_007231	ENSG00000268104	SLC6A14	BMIQ11	solute carrier family 6 (amino acid transporter), member 14	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_364	chr11	65193523	65193572	+	53	NA	non-coding (NR_131012, exon 1 of 1)	non-coding (NR_131012, exon 1 of 1)	3278	NR_131012	283131	Hs.523789	NR_002802		NEAT1	LINC00084|NCRNA00084|TncRNA|VINC	nuclear paraspeckle assembly transcript 1 (non-protein coding)	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_204	chr1	222885917	222885978	+	53	NA	5' UTR (NM_144695, exon 1 of 13)	promoter-TSS (NM_144695)	52	NR_109927	148362	Hs.534965	NM_144695	ENSG00000162819	BROX	C1orf58	BRO1 domain and CAAX motif containing	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1023	chr19	32836527	32836592	+	53	NA	5' UTR (NM_001136156, exon 1 of 7)	promoter-TSS (NM_001136156)	45	NM_001136156	22847	Hs.205392	NM_014910	ENSG00000168813	ZNF507	-	zinc finger protein 507	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1227	chr2	233697621	233697673	+	53	NA	non-coding (NR_103492, exon 21 of 27)	non-coding (NR_103492, exon 21 of 27)	-37347	NM_206895	389084	Hs.657509	NM_206895	ENSG00000182600	C2orf82	UNQ830	chromosome 2 open reading frame 82	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_447	chr12	12870344	12870410	+	53	NA	5' UTR (NM_004064, exon 1 of 3)	5' UTR (NM_004064, exon 1 of 3)	173	NM_004064	1027	Hs.238990	NM_004064	ENSG00000111276	CDKN1B	CDKN4|KIP1|MEN1B|MEN4|P27KIP1	cyclin-dependent kinase inhibitor 1B (p27, Kip1)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1675	chr6	74082965	74083026	+	53	NA	Intergenic--5883	Intergenic	-3480	NM_001080507	441161	Hs.671212	NM_001080507		OOEP	C6orf156|FLOPED|HOEP19|KHDC2	oocyte expressed protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_292	chr10	126107424	126107492	+	53	NA	5' UTR (NM_001171814, exon 1 of 9)	promoter-TSS (NM_001171814)	87	NM_001171814	4942	Hs.523332	NM_000274	ENSG00000065154	OAT	GACR|HOGA|OATASE|OKT	ornithine aminotransferase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_429	chr12	4758275	4758358	+	53	NA	5' UTR (NM_005002, exon 1 of 11)	promoter-TSS (NM_005002)	52	NM_005002	4704	Hs.75227	NM_005002		NDUFA9	CC6|CI-39k|CI39k|NDUFS2L|SDR22E1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1578	chr5	83611423	83611478	+	53	NA	intron (NM_001278642, intron 1 of 9)	U3|snRNA|snRNA	69235	NM_001278642	10085	Hs.482730	NM_005711	ENSG00000164176	EDIL3	DEL1	EGF-like repeats and discoidin I-like domains 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_675	chr15	49913242	49913291	+	53	NA	5' UTR (NM_020234, exon 1 of 6)	promoter-TSS (NM_020234)	40	NM_020234	56986	Hs.127432	NM_020234		DTWD1	MDS009	DTW domain containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_495	chr12	57107316	57107365	+	53	NA	exon (NM_001113203, exon 8 of 11)	exon (NM_001113203, exon 8 of 11)	11726	NR_045277	4666	Hs.505735	NM_005594	ENSG00000196531	NACA	HSD48|NACA1|skNAC	nascent polypeptide-associated complex alpha subunit	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_227	chr10	27482379	27482428	+	53	NA	Intergenic--8672	U2|snRNA|snRNA	38650	NM_032844	84930	Hs.276905	NM_032844	ENSG00000120539	MASTL	GREATWALL|GW|GWL|MAST-L|THC2|hGWL	microtubule associated serine/threonine kinase-like	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1731a	chr6	44218036	44218182	+	53	NA	exon (NM_007355, exon 6 of 12)	exon (NM_007355, exon 6 of 12)	3414	NM_001271969	3326	Hs.509736	NM_007355	ENSG00000096384	HSP90AB1	D6S182|HSP84|HSP90B|HSPC2|HSPCB	heat shock protein 90kDa alpha (cytosolic), class B member 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1178	chr2	173420886	173420935	+	53	NA	5' UTR (NM_001278549, exon 1 of 12)	non-coding (NR_103729, exon 1 of 12)	213	NM_001278549	5163	Hs.470633	NM_002610	ENSG00000152256	PDK1	-	pyruvate dehydrogenase kinase, isozyme 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_563	chr13	41957877	41957939	+	53	NA	Intergenic--11306	Intergenic	-58792	NR_002163	100506759	Hs.507861	NR_002163		OR7E37P	OR7E48P|OST193|hg533	olfactory receptor, family 7, subfamily E, member 37 pseudogene	pseudo
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1895	chr8	15274719	15274771	+	53	NA	Intergenic--7228	MSTA|LTR|ERVL-MaLR	-122851	NM_006765	7991	Hs.426324	NM_006765	ENSG00000104723	TUSC3	D8S1992|M33|MRT22|MRT7|N33|OST3A	tumor suppressor candidate 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1876	chr7	135242694	135242743	+	52	NA	5' UTR (NM_015135, exon 1 of 43)	promoter-TSS (NM_015135)	56	NM_015135	23165	Hs.743250	NM_015135	ENSG00000155561	NUP205	C7orf14	nucleoporin 205kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_354	chr11	62407129	62407178	+	52	NA	5' UTR (NM_001278194, exon 2 of 23)	exon (NM_198335, exon 2 of 25)	7045	NM_001278192	23193	Hs.595071	NM_014610	ENSG00000089597	GANAB	G2AN|GLUII	glucosidase, alpha; neutral AB	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1811	chr7	134855381	134855430	+	52	NA	5' UTR (NM_024033, exon 1 of 4)	promoter-TSS (NM_001243752)	-129	NM_001243752	78996	Hs.643113	NM_024033	ENSG00000122783	C7orf49	MRI	chromosome 7 open reading frame 49	protein-coding
