PeakID (cmd=annotatePeaks.pl 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_329	chr11	18422435	18422484	+	68	NA	exon (NM_001165416, exon 4 of 7)	exon (NM_001165416, exon 4 of 7)	4646	NM_001165414	3939	Hs.2795	NM_005566	ENSG00000134333	LDHA	GSD11|HEL-S-133P|LDHM|PIG19	lactate dehydrogenase A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2129	chrX	64887523	64887646	+	68	NA	5' UTR (NM_002444, exon 1 of 13)	promoter-TSS (NM_002444)	73	NM_002444	4478	Hs.87752	NM_002444	ENSG00000147065	MSN	HEL70	moesin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_907	chr17	47269923	47269974	+	68	NA	Intergenic--13921	CpG	16795	NM_031498	2793	Hs.181781	NM_031498	ENSG00000167083	GNGT2	G-GAMMA-8|G-GAMMA-C|GNG8|GNG9|GNGT8	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_823	chr17	4927569	4927653	+	68	NA	3' UTR (NM_006612, exon 23 of 23)	3' UTR (NM_006612, exon 23 of 23)	-4223	NR_120665	102724009	Hs.666487	NR_120665	ENSG00000227495	LOC102724009	-	uncharacterized LOC102724009	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2115	chrX	40440243	40440294	+	68	NA	5' UTR (NM_005765, exon 1 of 9)	promoter-TSS (NM_005765)	52	NM_005765	10159	Hs.495960	NM_005765	ENSG00000182220	ATP6AP2	APT6M8-9|ATP6IP2|ATP6M8-9|ELDF10|HT028|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS	ATPase, H+ transporting, lysosomal accessory protein 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1283	chr20	30102280	30102329	+	68	NA	5' UTR (NM_030789, exon 1 of 12)	promoter-TSS (NM_030789)	91	NM_178581	81502	Hs.373741	NM_030789	ENSG00000101294	HM13	H13|IMP1|IMPAS|IMPAS-1|MSTP086|PSENL3|PSL3|SPP|SPPL1	histocompatibility (minor) 13	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_258	chr10	70940011	70940060	+	68	NA	5' UTR (NM_001301683, exon 1 of 16)	promoter-TSS (NM_001301683)	75	NM_001301683	6832	Hs.106469	NM_003171	ENSG00000156502	SUPV3L1	SUV3	SUV3-like helicase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_14	chr1	16693740	16693789	+	68	NA	5' UTR (NM_001114600, exon 1 of 4)	exon (NM_001114600, exon 1 of 4)	239	NM_001114600	26099	Hs.252967	NM_001114600	ENSG00000055070	SZRD1	C1orf144	SUZ RNA binding domain containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_647	chr14	65381176	65381225	+	68	NA	5' UTR (NM_001202558, exon 1 of 13)	exon (NM_001204064, exon 1 of 3)	121	NM_145165	91612	Hs.731537	NM_145165	ENSG00000258289	CHURC1	C14orf52|My015|chch	churchill domain containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_712	chr15	78591882	78591931	+	67	NA	5' UTR (NM_025234, exon 1 of 11)	5' UTR (NM_025234, exon 1 of 11)	162	NM_001303248	80349	Hs.513055	NM_025234	ENSG00000140395	WDR61	REC14|SKI8	WD repeat domain 61	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_229	chr10	16859303	16859405	+	67	NA	5' UTR (NM_012425, exon 1 of 9)	promoter-TSS (NM_012425)	99	NM_152724	6251	Hs.524161	NM_012425	ENSG00000148484	RSU1	RSP-1	Ras suppressor protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1575	chr5	172755308	172755417	+	67	NA	5' UTR (NM_003714, exon 1 of 4)	5' UTR (NM_003714, exon 1 of 4)	1144	NM_003714	8614	Hs.233160	NM_003714	ENSG00000113739	STC2	STC-2|STCRP	stanniocalcin 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1504	chr4	41648248	41648297	+	67	NA	exon (NM_001112717, exon 11 of 26)	exon (NM_001112717, exon 11 of 26)	33483	NM_001112720	22998	Hs.335163	NM_014988	ENSG00000064042	LIMCH1	LIMCH1A|LMO7B	LIM and calponin homology domains 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2042	chrX	53254298	53254347	+	67	NA	5' UTR (NM_001146702, exon 1 of 24)	5' UTR (NM_001146702, exon 1 of 24)	282	NM_001146702	8242	Hs.631768	NM_004187	ENSG00000126012	KDM5C	DXS1272E|JARID1C|MRX13|MRXJ|MRXSCJ|MRXSJ|SMCX|XE169	lysine (K)-specific demethylase 5C	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1985	chr9	95055913	95055977	+	67	NA	5' UTR (NM_002161, exon 1 of 34)	promoter-TSS (NM_002161)	93	NM_002161	3376	Hs.445403	NM_002161	ENSG00000196305	IARS	IARS1|ILERS|ILRS|IRS|PRO0785	isoleucyl-tRNA synthetase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1500	chr5	52405534	52405583	+	67	NA	5' UTR (NM_176806, exon 1 of 7)	promoter-TSS (NR_034107)	44	NM_176806	4338	Hs.163645	NM_004531	ENSG00000164172	MOCS2	MCBPE|MOCO1|MOCODB|MPTS	molybdenum cofactor synthesis 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_47	chr1	38061471	38061526	+	67	NA	5' UTR (NM_013285, exon 1 of 16)	promoter-TSS (NM_013285)	88	NM_013285	29889	Hs.75528	NM_013285	ENSG00000134697	GNL2	HUMAUANTIG|NGP1|Ngp-1|Nog2|Nug2	guanine nucleotide binding protein-like 2 (nucleolar)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1617	chr6	26285706	26285762	+	67	NA	Intergenic	promoter-TSS (NM_003543)	-7	NM_003543	8365	Hs.591790	NM_003543	ENSG00000158406	HIST1H4H	H4/h|H4FH	histone cluster 1, H4h	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1966	chr8	43096978	43097070	+	67	NA	Intergenic--7386	SAR|Satellite|Satellite	-50561	NM_001005365	340441	Hs.531579	NM_001002920		POTEA	A26A1|CT104.3|POTE-8|POTE8	POTE ankyrin domain family, member A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_880	chr17	42976715	42976809	+	67	NA	5' UTR (NM_001258354, exon 1 of 28)	promoter-TSS (NM_213607)	-26	NM_001258353	9343	Hs.151787	NM_004247	ENSG00000108883	EFTUD2	MFDGA|MFDM|SNRNP116|Snrp116|Snu114|U5-116KD	elongation factor Tu GTP binding domain containing 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_766	chr16	29821991	29822180	+	67	NA	non-coding (NR_074080, exon 4 of 4)	non-coding (NR_074080, exon 4 of 4)	-1324	NM_145239	112476	Hs.655071	NM_145239	ENSG00000167371	PRRT2	BFIC2|BFIS2|DSPB3|DYT10|EKD1|FICCA|ICCA|IFITMD1|PKC	proline-rich transmembrane protein 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_784	chr16	84651508	84651557	+	67	NA	5' UTR (NM_021149, exon 1 of 4)	5' UTR (NM_021149, exon 1 of 4)	170	NM_021149	23406	Hs.289092	NM_021149	ENSG00000103187	COTL1	CLP	coactosin-like F-actin binding protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2066	chrX	118986877	118986926	+	67	NA	5' UTR (NM_023010, exon 1 of 10)	promoter-TSS (NM_023010)	90	NM_080632	65109	Hs.103832	NM_023010	ENSG00000125351	UPF3B	HUPF3B|MRX62|MRXS14|RENT3B|UPF3X	UPF3 regulator of nonsense transcripts homolog B (yeast)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_310	chr11	6624772	6624836	+	67	NA	5' UTR (NM_015324, exon 1 of 7)	promoter-TSS (NM_004517)	76	NM_015324	23378	Hs.652255	NM_015324		RRP8	KIAA0409|NML	ribosomal RNA processing 8, methyltransferase, homolog (yeast)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1469	chr4	170192019	170192068	+	67	NA	5' UTR (NM_020870, exon 1 of 12)	5' UTR (NM_020870, exon 1 of 12)	206	NM_020870	57630	Hs.301804	NM_020870	ENSG00000154447	SH3RF1	POSH|RNF142|SH3MD2	SH3 domain containing ring finger 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_459	chr12	31478980	31479062	+	67	NA	5' UTR (NM_001135811, exon 1 of 7)	promoter-TSS (NM_001135811)	100	NM_021238	58516	Hs.505154	NM_021238	ENSG00000139146	FAM60A	C12orf14|L4|TERA	family with sequence similarity 60, member A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_3	chr1	1342577	1342629	+	67	NA	5' UTR (NM_017971, exon 1 of 4)	promoter-TSS (NM_017971)	90	NM_017971	55052	Hs.182698	NM_017971	ENSG00000242485	MRPL20	L20mt|MRP-L20	mitochondrial ribosomal protein L20	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1752a	chr7	5568040	5568331	+	67	NA	exon (NM_001101, exon 4 of 6)	exon (NM_001101, exon 4 of 6)	2047	NM_001101	60	Hs.520640	NM_001101	ENSG00000075624	ACTB	BRWS1|PS1TP5BP1	actin, beta	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_630	chr14	39650798	39650857	+	66	NA	exon (NM_002687, exon 9 of 9)	exon (NM_002687, exon 9 of 9)	6440	NM_002687	5411	Hs.409965	NM_002687	ENSG00000100941	PNN	DRS|DRSP|SDK3|memA	pinin, desmosome associated protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_188	chr1	205689671	205689720	+	66	NA	exon (NM_022731, exon 5 of 7)	exon (NM_022731, exon 5 of 7)	29677	NM_022731	64710	Hs.213061	NM_022731	ENSG00000069275	NUCKS1	JC7|NUCKS	nuclear casein kinase and cyclin-dependent kinase substrate 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1003	chr19	8536224	8536293	+	66	NA	exon (NM_005968, exon 10 of 16)	exon (NM_005968, exon 10 of 16)	26455	NM_005968	4670	Hs.465808	NM_005968	ENSG00000099783	HNRNPM	CEAR|HNRNPM4|HNRPM|HNRPM4|HTGR1|NAGR1|hnRNP M	heterogeneous nuclear ribonucleoprotein M	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_373	chr11	65191777	65191839	+	66	NA	non-coding (NR_131012, exon 1 of 1)	non-coding (NR_131012, exon 1 of 1)	1539	NR_028272	283131	Hs.523789	NR_002802		NEAT1	LINC00084|NCRNA00084|TncRNA|VINC	nuclear paraspeckle assembly transcript 1 (non-protein coding)	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_436	chr12	6690185	6690295	+	66	NA	exon (NM_001273, exon 33 of 40)	TTS (NR_003012)	535	NR_003012	677780	Hs.689692	NR_003012	ENSG00000251898	SCARNA11	ACA57	small Cajal body-specific RNA 11	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_771	chr16	30087325	30087374	+	66	NA	5' UTR (NM_002720, exon 1 of 9)	promoter-TSS (NM_002720)	52	NM_001303506	5531	Hs.534338	NM_002720	ENSG00000149923	PPP4C	PP-X|PP4|PP4C|PPH3|PPP4|PPX	protein phosphatase 4, catalytic subunit	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_98	chr1	93306286	93306408	+	66	NA	non-coding (NR_002444, exon 1 of 1)	promoter-TSS (NR_002444)	71	NR_002444	26782	Hs.180946	NR_002444	ENSG00000207523	SNORA66	RNU66|U66	small nucleolar RNA, H/ACA box 66	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2007	chr8	145159404	145159466	+	66	NA	5' UTR (NM_032272, exon 1 of 8)	promoter-TSS (NM_030974)	130	NM_032272	84232	Hs.19673	NM_032272	ENSG00000179632	MAF1	-	MAF1 homolog, negative regulator of RNA polymerase III	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_26	chr1	23637372	23637442	+	66	NA	exon (NM_001102397, exon 10 of 10)	exon (NM_001102397, exon 10 of 10)	-25396	NR_110616	100996511	Hs.99836	NR_110616		LINC01355	-	long intergenic non-protein coding RNA 1355	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1259	chr2	232573252	232573301	+	66	NA	5' UTR (NM_002823, exon 1 of 5)	promoter-TSS (NM_002823)	41	NM_002823	5757	Hs.459927	NM_002823	ENSG00000187514	PTMA	TMSA	prothymosin, alpha	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_726	chr15	78832789	78832872	+	66	NA	5' UTR (NM_001102667, exon 1 of 9)	promoter-TSS (NM_001102667)	83	NM_001102668	5685	Hs.251531	NM_002789	ENSG00000041357	PSMA4	HC9|HsT17706|PSC9	proteasome subunit alpha 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_898	chr17	57784732	57784811	+	65	NA	5' UTR (NM_001015509, exon 1 of 3)	promoter-TSS (NM_030938)	-92	NM_030938	81671	Hs.444569	NM_030938	ENSG00000062716	VMP1	EPG3|TANGO5|TMEM49	vacuole membrane protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1868	chr8	62626818	62626885	+	65	NA	exon (NM_001164754, exon 1 of 13)	promoter-TSS (NR_039680)	348	NM_004318	444	Hs.332422	NM_004318	ENSG00000198363	ASPH	AAH|BAH|CASQ2BP1|FDLAB|HAAH|JCTN|junctin	aspartate beta-hydroxylase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1830	chr7	2394474	2394574	+	65	NA	5' UTR (NM_001037283, exon 1 of 19)	promoter-TSS (NM_001037283)	50	NM_001037283	8662	Hs.371001	NM_003751	ENSG00000106263	EIF3B	EIF3-ETA|EIF3-P110|EIF3-P116|EIF3S9|PRT1	eukaryotic translation initiation factor 3, subunit B	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_985	chr19	10444142	10444204	+	65	NA	exon (NM_133452, exon 1 of 13)	TTS (NM_002162)	141	NM_133452	125950	Hs.744952	NM_133452	ENSG00000161847	RAVER1	-	ribonucleoprotein, PTB-binding 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_290	chr10	103921638	103921687	+	65	NA	exon (NM_001284389, exon 12 of 13)	exon (NM_001284389, exon 12 of 13)	9729	NM_004741	9221	Hs.523238	NM_004741	ENSG00000166197	NOLC1	NOPP130|NOPP140|NS5ATP13|P130	nucleolar and coiled-body phosphoprotein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_516b	chr12	56555175	56555332	+	65	NA	3' UTR (NM_021019, exon 7 of 7)	TTS (NM_001130420)	3208	NM_079423	4637	Hs.632717	NM_021019	ENSG00000092841	MYL6	ESMLC|LC17|LC17-GI|LC17-NM|LC17A|LC17B|MLC-3|MLC1SM|MLC3NM|MLC3SM	myosin light chain 6	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1975	chr9	74980059	74980121	+	65	NA	5' UTR (NM_001102420, exon 1 of 7)	promoter-TSS (NM_001102420)	73	NM_006007	7763	Hs.406096	NM_006007	ENSG00000107372	ZFAND5	ZA20D2|ZFAND5A|ZNF216	zinc finger, AN1-type domain 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_952	chr17	80186933	80186984	+	65	NA	5' UTR (NM_004207, exon 1 of 5)	promoter-TSS (NM_004207)	71	NM_004207	9123	Hs.500761	NM_004207	ENSG00000141526	SLC16A3	MCT 3|MCT 4|MCT-3|MCT-4|MCT3|MCT4	solute carrier family 16 (monocarboxylate transporter), member 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_639	chr14	75643165	75643306	+	65	NA	5' UTR (NM_006827, exon 1 of 5)	exon (NM_006827, exon 1 of 5)	114	NM_006827	10972	Hs.74137	NM_006827	ENSG00000170348	TMED10	P24(DELTA)|S31I125|S31III125|TMP21|Tmp-21-I|p23	transmembrane p24 trafficking protein 10	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_770	chr16	30079990	30080039	+	65	NA	exon (NM_184043, exon 4 of 9)	exon (NM_184043, exon 4 of 9)	3020	NM_001243177	226	Hs.513490	NM_000034	ENSG00000149925	ALDOA	ALDA|GSD12|HEL-S-87p	aldolase A, fructose-bisphosphate	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1047	chr19	55603831	55603889	+	65	NA	exon (NM_017607, exon 18 of 22)	exon (NM_017607, exon 18 of 22)	12100	NM_017729	54869	Hs.438862	NM_017729	ENSG00000131037	EPS8L1	DRC3|EPS8R1|PP10566	EPS8-like 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_500	chr12	52629077	52629138	+	65	NA	exon (NM_005556, exon 2 of 9)	exon (NM_005556, exon 2 of 9)	2153	NM_005556	3855	Hs.411501	NM_005556	ENSG00000135480	KRT7	CK7|K2C7|K7|SCL	keratin 7, type II	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1033	chr19	47291801	47291851	+	65	NA	5' UTR (NM_005628, exon 1 of 8)	promoter-TSS (NM_005628)	16	NM_005628	6510	Hs.631582	NM_005628	ENSG00000105281	SLC1A5	AAAT|ASCT2|ATBO|M7V1|M7VS1|R16|RDRC	solute carrier family 1 (neutral amino acid transporter), member 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1958	chr9	34048825	34048881	+	65	NA	5' UTR (NM_018449, exon 1 of 29)	promoter-TSS (NM_018449)	94	NM_018449	55833	Hs.493739	NM_018449	ENSG00000137073	UBAP2	UBAP-2	ubiquitin associated protein 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1737	chr6	160114227	160114302	+	65	NA	5' UTR (NM_000636, exon 1 of 5)	promoter-TSS (NM_000636)	89	NM_001024465	6648	Hs.487046	NM_000636	ENSG00000112096	SOD2	IPOB|MNSOD|MVCD6	superoxide dismutase 2, mitochondrial	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2023	chr9	139757780	139757829	+	65	NA	exon (NM_001281299, exon 3 of 5)	exon (NM_001281299, exon 3 of 5)	2984	NM_001281299	8721	Hs.174050	NM_003792	ENSG00000107223	EDF1	EDF-1|MBF1	endothelial differentiation-related factor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1214	chr20	47804818	47804869	+	64	NA	5' UTR (NM_017454, exon 1 of 12)	promoter-TSS (NM_017454)	61	NM_017452	6780	Hs.596704	NM_004602	ENSG00000124214	STAU1	PPP1R150|STAU	staufen double-stranded RNA binding protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1478	chr3	186505115	186505215	+	64	NA	non-coding (NR_002586, exon 1 of 1)	promoter-TSS (NR_002586)	77	NR_002586	6043	Hs.518475	NR_002586	ENSG00000200320	SNORA63	E3|E3-2|RNE3|RNU107|elF-4AII	small nucleolar RNA, H/ACA box 63	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1930	chr8	145006583	145006655	+	64	NA	exon (NM_000445, exon 17 of 33)	exon (NM_000445, exon 17 of 33)	7139	NM_201384	5339	Hs.434248	NM_000445	ENSG00000178209	PLEC	EBS1|EBSMD|EBSND|EBSO|EBSOG|EBSPA|HD1|LGMD2Q|PCN|PLEC1|PLEC1b|PLTN	plectin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1247	chr21	46233949	46233998	+	64	NA	exon (NM_001286416, exon 2 of 4)	exon (NM_001286416, exon 2 of 4)	4071	NM_006936	6612	Hs.474005	NM_006936	ENSG00000184900	SUMO3	SMT3A|SMT3H1|SUMO-3|Smt3B	small ubiquitin-like modifier 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1480	chr3	193310945	193310994	+	64	NA	5' UTR (NM_130831, exon 1 of 28)	promoter-TSS (NM_130831)	36	NM_130837	4976	Hs.594504	NM_015560	ENSG00000198836	OPA1	MGM1|NPG|NTG|largeG	optic atrophy 1 (autosomal dominant)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2072	chrX	129299662	129299721	+	64	NA	5' UTR (NM_001130847, exon 1 of 17)	non-coding (NR_132647, exon 1 of 16)	170	NM_001130847	9131	Hs.424932	NM_004208	ENSG00000156709	AIFM1	AIF|CMT2D|CMTX4|COWCK|COXPD6|NADMR|NAMSD|PDCD8	apoptosis-inducing factor, mitochondrion-associated, 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1307	chr20	39652848	39652897	+	64	NA	Intergenic--15913	U2|snRNA|snRNA	-4590	NM_003286	7150	Hs.472737	NM_003286	ENSG00000198900	TOP1	TOPI	topoisomerase (DNA) I	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_823	chr17	8042191	8042240	+	64	NA	Intergenic--13463	tRNA-Ser-TCG|tRNA|tRNA	6174	NR_106943	102465532		NR_106943	ENSG00000278027	MIR6883	hsa-mir-6883	microRNA 6883	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_963	chr18	12407947	12407996	+	64	NA	5' UTR (NM_006553, exon 1 of 7)	promoter-TSS (NM_006553)	76	NM_006553	10650	Hs.514718	NM_006553	ENSG00000141391	PRELID3A	C18orf43|HFL-EDDG1|SLMO1	PRELI domain containing 3A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1670	chr5	162932648	162932709	+	64	NA	5' UTR (NM_013283, exon 1 of 7)	5' UTR (NM_013283, exon 1 of 7)	144	NM_013283	27430	Hs.54642	NM_013283	ENSG00000038274	MAT2B	MAT-II|MATIIbeta|Nbla02999|SDR23E1|TGR	methionine adenosyltransferase II, beta	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1245	chr21	44527603	44527662	+	64	NA	5' UTR (NM_001025204, exon 1 of 9)	promoter-TSS (NM_001025204)	56	NM_001025204	7307	Hs.365116	NM_006758	ENSG00000160201	U2AF1	FP793|RN|RNU2AF1|U2AF35|U2AFBP	U2 small nuclear RNA auxiliary factor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_7	chr1	6761809	6761882	+	64	NA	5' UTR (NM_018198, exon 1 of 16)	exon (NM_018198, exon 1 of 16)	121	NM_018198	55735	Hs.462640	NM_018198	ENSG00000007923	DNAJC11	dJ126A5.1	DnaJ (Hsp40) homolog, subfamily C, member 11	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1485	chr4	1283688	1283737	+	64	NA	5' UTR (NM_001017405, exon 1 of 9)	promoter-TSS (NM_001017405)	73	NM_001297430	10296	Hs.139896	NM_005882	ENSG00000090316	MAEA	EMLP|EMP|GID9|HLC-10|PIG5	macrophage erythroblast attacher	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_340	chr11	35250925	35250974	+	64	NA	3' UTR (NM_001001392, exon 4 of 4)	3' UTR (NM_001001392, exon 4 of 4)	90532	NM_001001391	960	Hs.502328	NM_000610	ENSG00000026508	CD44	CDW44|CSPG8|ECMR-III|HCELL|HUTCH-I|IN|LHR|MC56|MDU2|MDU3|MIC4|Pgp1	CD44 molecule (Indian blood group)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1123	chr2	122494398	122494449	+	64	NA	5' UTR (NM_032390, exon 1 of 7)	promoter-TSS (NM_032390)	80	NM_032390	84365	Hs.367842	NM_032390	ENSG00000155438	NIFK	MKI67IP|Nopp34	nucleolar protein interacting with the FHA domain of MKI67	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1454	chr3	141595486	141595550	+	64	NA	5' UTR (NM_001679, exon 1 of 7)	promoter-TSS (NM_001679)	48	NM_001679	483	Hs.477789	NM_001679	ENSG00000069849	ATP1B3	ATPB-3|CD298	ATPase, Na+/K+ transporting, beta 3 polypeptide	protein-coding
